PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
1191. Ryan Hartman,MIN,24,"Sep 20, 1994",United States,"LW, RW",Right,,,✔,44,5,6,11,0.25,0,65,0.08,12:29,-,-,-,-,-,Standard (1-way),,"July 1, 2019",24,✔,,,2,RFA,RFA,2021,"$1,900,000",2.30%,"$1,900,000","$1,900,000","$1,900,000","$1,900,000",$0,$0
1192. Luke Johnson,MIN,24,"Sep 19, 1994",United States,C,Right,,,✔,3,0,0,0,0,-3,1,0,11:35,-,-,-,-,-,Standard (2-way),,"July 1, 2019",24,,,,2,UFA,RFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1193. David Kämpf,CHI,24,"Jan 12, 1995",Czech Republic,"C, RW",Left,,,✔,46,6,7,13,0.28,-8,65,0.09,14:04,-,-,-,-,-,Standard (1-way),,"July 1, 2019",24,,,,2,UFA,RFA,2021,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
1194. Valtteri Filppula,DET,35,"Mar 20, 1984",Finland,"C, LW",Left,,,,44,3,12,15,0.34,-27,43,0.07,16:49,-,-,-,-,-,35+ (1-way),,"July 1, 2019",35,,,NTC,2,UFA,UFA,2021,"$3,000,000",3.70%,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
1195. Curtis McElhinney,TBL,36,"May 23, 1983",Canada,G,Left,,,,11,-,-,-,-,-,-,-,-,5,4,0,3.19,0.904,35+ (1-way),,"July 1, 2019",36,,,,2,UFA,UFA,2021,"$1,300,000",1.60%,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
1196. Alex Chiasson,EDM,28,"Oct 1, 1990",Canada,RW,Right,,,,41,6,9,15,0.37,0,64,0.09,12:51,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,2,UFA,UFA,2021,"$2,150,000",2.60%,"$2,150,000","$2,150,000","$2,150,000","$2,150,000",$0,$0
1197. Gabriel Dumont,MIN,28,"Oct 6, 1990",Canada,C,Right,,,,3,0,0,0,0,-1,3,0,11:30,-,-,-,-,-,Standard (2-way),,"July 1, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1198. Andy Andreoff,PHI,28,"May 17, 1991",Canada,"LW, C",Left,,,,13,0,1,1,0.08,-2,13,0,8:18,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,2,UFA,UFA,2021,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
1199. Patrick Brown,VGK,27,"May 29, 1992",United States,"C, RW",Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$450,000",$0,$0
1200. Nate Prosser,PHI,33,"May 7, 1986",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",33,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$425,000",$0,$0
1201. Pierre-Édouard Bellemare,COL,34,"Mar 6, 1985",France,"LW, C",Left,,,,44,7,9,16,0.36,6,49,0.14,13:20,-,-,-,-,-,Standard (1-way),,"July 1, 2019",34,,,,2,UFA,UFA,2021,"$1,800,000",2.20%,"$1,800,000","$2,150,000","$2,150,000","$2,150,000",$0,$0
1202. Kenny Agostino,TOR,27,"Apr 30, 1992",United States,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$737,500",0.90%,"$737,500","$750,000","$750,000","$750,000",$0,$0
1203. Brandon Pirri,VGK,28,"Apr 10, 1991",Canada,"RW, LW",Left,,,,11,0,1,1,0.09,-3,19,0,12:51,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,2,UFA,UFA,2021,"$775,000",1.00%,"$775,000","$775,000","$775,000","$775,000",$0,$0
1204. Nathan Walker,STL,25,"Feb 7, 1994",United Kingdom,LW,Left,,,,5,1,1,2,0.4,-2,6,0.17,11:07,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1205. Tyler Wotherspoon,PHI,26,"Mar 12, 1993",Canada,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1206. Jujhar Khaira,EDM,24,"Aug 13, 1994",Canada,"C, LW",Left,,,✔,42,6,2,8,0.19,-15,49,0.12,12:55,-,-,-,-,-,Standard (1-way),,"July 1, 2019",24,✔,,,2,RFA,RFA,2021,"$1,200,000",1.50%,"$1,200,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
1207. Patrik Nemeth,DET,27,"Feb 8, 1992",Sweden,D,Left,,,,39,1,6,7,0.18,-8,59,0.02,22:06,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$3,000,000",3.70%,"$3,000,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
1208. Calvin Pickard,DET,27,"Apr 15, 1992",Canada,G,Left,,,,2,-,-,-,-,-,-,-,-,0,2,0,5.31,0.818,Standard (1-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$750,000",0.90%,"$750,000","$700,000","$700,000","$700,000",$0,$0
1209. Chris Bigras,PHI,24,"Feb 22, 1995",Canada,D,Left,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",24,,,,2,UFA,RFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1210. Philippe Maillet,WSH,26,"Nov 7, 1992",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1211. Andy Miele,ARI,31,"Apr 15, 1988",United States,C,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",31,,,,2,UFA,UFA,2021,"$725,000",0.90%,"$725,000","$725,000","$725,000","$275,000",$0,$0
1212. Aaron Ness,ARI,29,"May 18, 1990",United States,D,Left,,,,18,0,1,1,0.06,1,9,0,12:45,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,2,UFA,UFA,2021,"$725,000",0.90%,"$725,000","$725,000","$725,000","$300,000",$0,$0
1213. David Warsofsky,PIT,29,"May 30, 1990",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1214. Andrew Agozzino,PIT,28,"Jan 3, 1991",Canada,"C, LW",Left,,,,3,0,0,0,0,-1,0,0,7:05,-,-,-,-,-,Standard (2-way),,"July 1, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1215. Pär Lindholm,BOS,27,"Oct 5, 1991",Sweden,"LW, C",Left,,,,27,2,1,3,0.11,2,20,0.1,11:07,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$850,000",1.00%,"$850,000","$850,000","$850,000","$850,000",$0,$0
1216. Luke Witkowski,TBL,29,"Apr 14, 1990",United States,"D, RW",Right,,,,12,1,2,3,0.25,-4,10,0.1,8:48,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1217. Tanner Kero,DAL,26,"Jul 24, 1992",United States,C,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,2,UFA,UFA,2021,"$737,500",0.90%,"$737,500","$700,000","$700,000","$300,000",$0,$0
1218. Evan Polei,STL,23,"Feb 19, 1996",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"July 1, 2019",23,,,,2,ELC,RFA,2021,"$750,000",0.90%,"$750,000","$750,000","$700,000","$70,000","$50,000",$0
1219. Tyrell Goulbourne,VGK,25,"Jan 26, 1994",Canada,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1220. Petr Mrázek,CAR,27,"Feb 14, 1992",Czech Republic,G,Left,,,,29,-,-,-,-,-,-,-,-,17,10,3,2.64,0.905,Standard (1-way),,"July 1, 2019",27,,,,2,UFA,UFA,2021,"$3,125,000",3.80%,"$3,125,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
1221. Matt Tennyson,NJD,29,"Apr 23, 1990",United States,D,Right,,,,19,0,3,3,0.16,-1,12,0,12:12,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1222. Ethan Prow,FLA,26,"Nov 17, 1992",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,2,UFA,UFA,2021,"$725,000",0.90%,"$725,000","$700,000","$700,000","$250,000",$0,$0
1223. Tommy Cross,FLA,29,"Sep 12, 1989",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,2,UFA,UFA,2021,"$725,000",0.90%,"$725,000","$700,000","$700,000","$325,000",$0,$0
1224. Cole Bardreau,NYI,25,"Jul 22, 1993",United States,C,Right,,,,9,1,1,2,0.22,-1,9,0.11,8:26,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$125,000",$0,$0
1225. Daniel Renouf,COL,25,"Jun 12, 1994",Canada,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$275,000",$0,$0
1226. Noel Acciari,FLA,27,"Dec 1, 1991",United States,"RW, C",Right,,,,41,17,3,20,0.49,-1,68,0.25,15:43,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,M-NTC,3,UFA,UFA,2022,"$1,666,667",2.00%,"$1,666,667","$2,000,000","$1,000,000","$2,000,000","$1,000,000",$0
1227. Ryan Carpenter,CHI,28,"Jan 18, 1991",United States,"RW, C",Right,,,,45,2,9,11,0.24,-7,52,0.04,14:14,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,3,UFA,UFA,2022,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$800,000","$1,000,000","$200,000",$0
1228. Joe Pavelski,DAL,34,"Jul 11, 1984",United States,"RW, C",Right,,,,45,8,10,18,0.4,5,84,0.1,17:33,-,-,-,-,-,Standard (1-way),,"July 1, 2019",34,,,NMC,3,UFA,UFA,2022,"$7,000,000",8.60%,"$7,000,000","$8,000,000","$6,000,000","$8,000,000","$2,000,000",$0
1229. Anton Strålman,FLA,32,"Aug 1, 1986",Sweden,D,Right,,,,44,4,12,16,0.36,-6,61,0.07,20:59,-,-,-,-,-,Standard (1-way),,"July 1, 2019",32,,,M-NTC,3,UFA,UFA,2022,"$5,500,000",6.70%,"$5,500,000","$5,500,000","$4,500,000","$5,500,000","$1,000,000",$0
1230. Ivan Prosvetov,ARI,20,"Mar 5, 1999",Russia,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"July 1, 2019",20,,,,3,ELC,RFA,2022,"$809,167",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
1231. Vitek Vanecek,WSH,23,"Jan 9, 1996",Czech Republic,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",23,,,,3,RFA,RFA,2022,"$716,667",0.90%,"$716,667","$700,000","$700,000","$160,000",$0,$0
1232. Timo Meier,SJS,22,"Oct 8, 1996",Switzerland,"LW, RW",Left,,,,47,15,15,30,0.64,-9,117,0.13,17:19,-,-,-,-,-,Standard (1-way),,"July 1, 2019",22,,,,4,RFA,RFA,2023,"$6,000,000",7.40%,"$6,000,000","$4,000,000","$700,000","$4,000,000","$3,300,000",$0
1233. Richard Pánik,WSH,28,"Feb 7, 1991",Slovakia,"LW, RW",Left,,,,36,5,3,8,0.22,9,42,0.12,11:21,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,4,UFA,UFA,2023,"$2,750,000",3.40%,"$2,750,000","$3,200,000","$1,200,000","$3,200,000","$2,000,000",$0
1234. Brett Connolly,FLA,27,"May 2, 1992",Canada,"RW, LW",Right,,,,44,16,11,27,0.61,3,77,0.21,15:12,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,4,UFA,UFA,2023,"$3,500,000",4.30%,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
1235. Joonas Donskoi,COL,27,"Apr 13, 1992",Finland,RW,Right,,,,44,14,15,29,0.66,0,84,0.17,16:51,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,4,UFA,UFA,2023,"$3,900,000",4.80%,"$3,900,000","$4,900,000","$4,900,000","$4,900,000",$0,$0
1236. Gustav Nyquist,CBJ,29,"Sep 1, 1989",Sweden,"RW, LW",Left,,,,46,10,21,31,0.67,5,95,0.11,17:45,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,,4,UFA,UFA,2023,"$5,500,000",6.70%,"$5,500,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
1237. Garnet Hathaway,WSH,27,"Nov 23, 1991",United States,"LW, RW",Right,,,,43,6,6,12,0.28,7,51,0.12,11:20,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,4,UFA,UFA,2023,"$1,500,000",1.80%,"$1,500,000","$2,000,000","$700,000","$2,000,000","$1,300,000",$0
1238. Semyon Varlamov,NYI,31,"Apr 27, 1988",Russia,G,Left,,,,28,-,-,-,-,-,-,-,-,15,5,2,2.33,0.923,Standard (1-way),,"July 1, 2019",31,,,NTC,4,UFA,UFA,2023,"$5,000,000",6.10%,"$5,000,000","$6,000,000","$4,000,000","$6,000,000","$2,000,000",$0
1239. Mats Zuccarello,MIN,31,"Sep 1, 1987",Norway,RW,Left,,,,40,11,13,24,0.6,-8,66,0.17,16:15,-,-,-,-,-,Standard (1-way),,"July 1, 2019",31,,,NMC,5,UFA,UFA,2024,"$6,000,000",7.40%,"$6,000,000","$5,000,000","$3,000,000","$5,000,000","$2,000,000",$0
1240. Tyler Myers,VAN,29,"Feb 1, 1990",United States,D,Right,,,,45,4,11,15,0.33,-1,90,0.04,21:37,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,NMC,5,UFA,UFA,2024,"$6,000,000",7.40%,"$6,000,000","$7,000,000","$1,000,000","$7,000,000","$6,000,000",$0
1241. Sebastian Aho,CAR,21,"Jul 26, 1997",Finland,"C, LW",Left,,,,45,23,17,40,0.89,12,127,0.18,19:22,-,-,-,-,-,Standard (1-way),,"July 1, 2019",21,,,,5,RFA,UFA,2024,"$8,454,000",10.40%,"$8,454,000","$12,000,000","$700,000","$12,000,000","$11,300,000",$0
1242. Brandon Tanev,PIT,27,"Dec 31, 1991",Canada,"RW, LW",Left,,,,44,9,11,20,0.45,1,66,0.14,14:43,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,M-NTC,6,UFA,UFA,2025,"$3,500,000",4.30%,"$3,500,000","$3,500,000","$2,500,000","$3,500,000","$1,000,000",$0
1243. Artemi Panarin,NYR,27,"Oct 30, 1991",Russia,LW,Right,,,,44,24,38,62,1.41,19,135,0.18,20:16,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,NMC,7,UFA,UFA,2026,"$11,642,857",14.30%,"$11,642,857","$14,000,000","$1,000,000","$14,000,000","$13,000,000",$0
1244. Matt Duchene,NSH,28,"Jan 16, 1991",Canada,"C, LW",Left,,,,40,10,20,30,0.75,-5,91,0.11,17:26,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,7,UFA,UFA,2026,"$8,000,000",9.80%,"$8,000,000","$10,000,000","$2,000,000","$10,000,000","$8,000,000",$0
1245. Sergei Bobrovsky,FLA,30,"Sep 20, 1988",Russia,G,Left,,,,34,-,-,-,-,-,-,-,-,16,12,1,3.29,0.896,Standard (1-way),,"July 1, 2019",30,,,NMC,7,UFA,UFA,2026,"$10,000,000",12.30%,"$10,000,000","$11,500,000","$4,000,000","$11,500,000","$7,500,000",$0
1246. Anders Lee,NYI,28,"Jul 3, 1990",United States,"LW, C",Left,,,,43,13,12,25,0.58,7,108,0.12,17:36,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,NTC,7,UFA,UFA,2026,"$7,000,000",8.60%,"$7,000,000","$9,000,000","$6,000,000","$9,000,000","$3,000,000",$0
1247. Anthony Bitetto,WPG,28,"Jul 15, 1990",United States,D,Left,,,,35,0,4,4,0.11,3,44,0,15:04,-,-,-,-,-,Standard (2-way),,"July 2, 2019",28,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1248. Nicholas Paul,OTT,24,"Mar 20, 1995",Canada,"C, LW",Left,,,✔,38,6,7,13,0.34,0,66,0.09,14:24,-,-,-,-,-,Standard (2-way),,"July 2, 2019",24,✔,,,1,RFA,RFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$165,000",$0,$0
1249. Mark Letestu,WPG,34,"Feb 4, 1985",Canada,"C, RW",Right,,,,7,0,0,0,0,0,5,0,10:35,-,-,-,-,-,Standard (2-way),,"July 2, 2019",34,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1250. Jonny Brodzinski,SJS,26,"Jun 19, 1993",United States,C,Right,,,,3,0,1,1,0.33,0,5,0,7:24,-,-,-,-,-,Standard (2-way),,"July 2, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1251. Tyler Motte,VAN,24,"Mar 10, 1995",United States,"RW, LW, C",Left,,,✔,18,3,2,5,0.28,-4,21,0.14,12:56,-,-,-,-,-,Standard (1-way),,"July 2, 2019",24,✔,,,1,RFA,RFA,2020,"$975,000",1.20%,"$975,000","$975,000","$975,000","$975,000",$0,$0
1252. Andrew Poturalski,ANA,25,"Jan 14, 1994",United States,C,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 2, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1253. Blake Pietila,ANA,26,"Feb 20, 1993",United States,"C, RW",Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 2, 2019",26,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$350,000",$0,$0
1254. Joseph Blandisi,PIT,24,"Jul 18, 1994",Canada,C,Left,,,✔,21,2,3,5,0.24,-3,12,0.17,8:12,-,-,-,-,-,Standard (2-way),,"July 2, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1255. Philippe Desrosiers,FLA,23,"Aug 16, 1995",Canada,G,Left,,,✔,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 2, 2019",23,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$80,000",$0,$0
1256. Joel Lowry,FLA,27,"Nov 15, 1991",Canada,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 2, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1257. C.J. Smith,BUF,24,"Dec 1, 1994",United States,LW,Left,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 2, 2019",24,✔,,,2,RFA,RFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$100,000",$0,$0
1258. Anthony Stolarz,ANA,25,"Jan 20, 1994",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),,"July 2, 2019",25,,,,2,UFA,UFA,2021,"$750,000",0.90%,"$750,000","$800,000","$800,000","$800,000",$0,$0
1259. Artemi Kniazev,SJS,18,"Jan 4, 2001",Russia,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"July 2, 2019",18,,,,3,ELC,RFA,2022,"$809,167",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
1260. Zachary Gallant,SJS,20,"Mar 6, 1999",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"July 2, 2019",20,,,,3,RFA,RFA,2022,"$786,667",1.00%,"$786,667","$770,000","$700,000","$70,000","$70,000",$0
1261. Lawson Crouse,ARI,22,"Jun 23, 1997",Canada,LW,Left,,,,43,10,5,15,0.35,-4,67,0.15,13:53,-,-,-,-,-,Standard (1-way),,"July 2, 2019",22,,,,3,RFA,RFA,2022,"$1,533,333",1.90%,"$1,533,333","$1,000,000","$750,000","$1,000,000","$250,000",$0
1262. Nikolai Knyzhov,SJS,21,"Mar 20, 1998",Russia,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"July 2, 2019",21,,,,3,ELC,RFA,2022,"$796,667",1.00%,"$810,000","$780,000","$700,000","$70,000","$80,000","$20,000"
1263. Philip Varone,MTL,28,"Dec 4, 1990",Canada,C,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 3, 2019",28,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$450,000",$0,$0
1264. Jani Hakanpää,ANA,27,"Mar 31, 1992",Finland,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),,"July 3, 2019",27,,,,1,UFA,UFA,2020,"$850,000",1.00%,"$850,000","$850,000","$850,000","$850,000",$0,$0
1265. Cody Ceci,TOR,25,"Dec 21, 1993",Canada,D,Right,,,,45,1,6,7,0.16,8,36,0.03,21:02,-,-,-,-,-,Standard (1-way),,"July 4, 2019",25,✔,,,1,RFA,UFA,2020,"$4,500,000",5.50%,"$4,500,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
1266. Justin Bailey,VAN,23,"Jul 1, 1995",United States,RW,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 4, 2019",23,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$165,000",$0,$0
1267. Danick Martel,TBL,24,"Dec 12, 1994",Canada,LW,Left,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 4, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1268. Brian Gibbons,CAR,31,"Feb 26, 1988",United States,"C, RW, LW",Left,,,,15,0,0,0,0,-7,9,0,9:45,-,-,-,-,-,Standard (2-way),,"July 4, 2019",31,,,,1,UFA,UFA,2020,"$725,000",0.90%,"$725,000","$725,000","$725,000","$100,000",$0,$0
1269. Kevin Roy,PIT,26,"May 20, 1993",Canada,"C, LW",Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 4, 2019",26,,,,1,UFA,UFA,2020,"$850,000",1.00%,"$850,000","$850,000","$850,000","$300,000",$0,$0
1270. Christian Wolanin,OTT,24,"Mar 17, 1995",Canada,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 4, 2019",24,,,,2,RFA,RFA,2021,"$900,000",1.10%,"$900,000","$800,000","$800,000","$100,000",$0,$0
1271. Hudson Fasching,ARI,23,"Jul 28, 1995",United States,RW,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 4, 2019",23,✔,,,2,RFA,RFA,2021,"$737,500",0.90%,"$737,500","$725,000","$725,000","$100,000",$0,$0
1272. Ben Chiarot,MTL,28,"May 9, 1991",Canada,D,Left,,,,44,7,8,15,0.34,6,91,0.08,23:31,-,-,-,-,-,Standard (1-way),,"July 4, 2019",28,,,M-NTC,3,UFA,UFA,2022,"$3,500,000",4.30%,"$3,500,000","$3,500,000","$1,500,000","$3,500,000","$2,000,000",$0
1273. Philip Broberg,EDM,18,"Jun 25, 2001",Sweden,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"July 4, 2019",18,,,,3,ELC,RFA,2022,"$925,000",1.10%,"$1,775,000","$925,000","$832,500","$70,000","$92,500","$850,000"
1274. Alexander Kerfoot,TOR,24,"Aug 11, 1994",Canada,"C, LW",Left,,,,40,7,10,17,0.43,0,57,0.12,14:46,-,-,-,-,-,Standard (1-way),,"July 4, 2019",24,✔,,,4,RFA,UFA,2023,"$3,500,000",4.30%,"$3,500,000","$5,000,000","$700,000","$5,000,000","$4,300,000",$0
1275. Josh Leivo,VAN,26,"May 26, 1993",Canada,LW,Right,,,,36,7,12,19,0.53,0,69,0.1,15:00,-,-,-,-,-,Standard (1-way),,"July 5, 2019",26,✔,,,1,RFA,UFA,2020,"$1,500,000",1.80%,"$1,500,000","$1,500,000","$1,200,000","$1,500,000","$300,000",$0
1276. Zemgus Girgensons,BUF,25,"Jan 5, 1994",Latvia,"C, LW",Left,,,,45,7,4,11,0.24,-3,54,0.13,13:29,-,-,-,-,-,Standard (1-way),,"July 5, 2019",25,✔,,,1,RFA,UFA,2020,"$1,600,000",2.00%,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0
1277. Carter Verhaeghe,TBL,23,"Aug 14, 1995",Canada,"C, LW",Left,,,✔,31,5,4,9,0.29,-2,41,0.12,9:34,-,-,-,-,-,Standard (2-way),,"July 5, 2019",23,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1278. Nick Cousins,MTL,25,"Jul 20, 1993",Canada,"C, LW",Left,,,✔,40,5,8,13,0.33,-3,78,0.06,14:05,-,-,-,-,-,Standard (1-way),,"July 5, 2019",25,,,,1,UFA,RFA,2020,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
1279. Nikita Zadorov,COL,24,"Apr 16, 1995",Russia,D,Left,,,✔,41,1,4,5,0.12,0,39,0.03,18:32,-,-,-,-,-,Standard (1-way),,"July 5, 2019",24,✔,,,1,RFA,RFA,2020,"$3,200,000",3.90%,"$3,200,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
